,ge,tc,tl,tf,ln,dn
0,0,0.0,0.0,0.0,99.0,99.0
1,1,0.0,0.001,0.001,99.0,99.0
2,2,0.002,0.002,0.002,99.0,99.0
3,3,0.005,0.004,0.006000000000000001,99.0,99.0
4,4,0.005,0.0030000000000000005,0.006000000000000001,99.0,99.0
5,5,0.005,0.004,0.005,99.0,99.0
6,6,0.009000000000000001,0.005,0.007000000000000001,99.0,99.0
7,7,0.009000000000000001,0.004,0.006999999999999999,99.0,99.0
8,8,0.01,0.005,0.01,99.0,99.0
9,9,0.011000000000000001,0.012000000000000002,0.012000000000000002,99.0,99.0
10,10,0.01,0.013000000000000003,0.011000000000000001,99.0,99.0
11,11,0.009000000000000001,0.012,0.016,99.0,99.0
12,12,0.011000000000000001,0.01,0.013000000000000001,99.0,99.0
13,13,0.015000000000000003,0.009000000000000001,0.012000000000000002,99.0,99.0
14,14,0.016000000000000004,0.006,0.015000000000000003,99.0,99.0
15,15,0.019000000000000003,0.008,0.02,99.0,99.0
16,16,0.018000000000000002,0.009000000000000001,0.019000000000000003,99.0,99.0
17,17,0.022,0.006000000000000001,0.02,99.0,99.0
18,18,0.02,0.002,0.02,99.0,99.0
19,19,0.028000000000000004,0.0030000000000000005,0.022000000000000002,99.0,99.0
20,20,0.029000000000000005,0.0030000000000000005,0.022000000000000002,99.0,99.0
21,21,0.028000000000000004,0.005,0.024000000000000004,99.0,99.0
22,22,0.03400000000000001,0.008,0.022000000000000002,99.0,99.0
23,23,0.024000000000000007,0.008,0.024000000000000004,99.0,99.0
24,24,0.027000000000000007,0.01,0.023000000000000003,99.0,99.0
25,25,0.027000000000000003,0.011000000000000001,0.020000000000000004,99.0,99.0
26,26,0.030000000000000006,0.014000000000000004,0.016,99.0,99.0
27,27,0.029000000000000005,0.019000000000000003,0.02,99.0,99.0
28,28,0.025,0.017,0.015,99.0,99.0
29,29,0.029000000000000005,0.016,0.02,99.0,99.0
30,30,0.031,0.017,0.022000000000000002,99.0,99.0
31,31,0.035,0.013000000000000001,0.028000000000000008,99.0,99.0
32,32,0.037000000000000005,0.009000000000000001,0.024000000000000004,99.0,99.0
33,33,0.041999999999999996,0.006000000000000001,0.022000000000000002,99.0,99.0
34,34,0.035,0.006000000000000001,0.023000000000000003,99.0,99.0
35,35,0.030000000000000006,0.006000000000000001,0.022000000000000002,99.0,99.0
36,36,0.023,0.002,0.016,99.0,99.0
37,37,0.027000000000000003,0.004,0.02,99.0,99.0
38,38,0.027000000000000003,0.0030000000000000005,0.017,99.0,99.0
39,39,0.026000000000000002,0.004,0.024,99.0,99.0
40,40,0.027000000000000003,0.004,0.022000000000000002,99.0,99.0
41,41,0.028999999999999998,0.004,0.021,99.0,99.0
42,42,0.029000000000000005,0.0030000000000000005,0.014000000000000002,99.0,99.0
43,43,0.022000000000000002,0.002,0.008,99.0,99.0
44,44,0.016,0.002,0.007000000000000001,99.0,99.0
45,45,0.02,0.004,0.005,99.0,99.0
46,46,0.027999999999999997,0.008,0.005,99.0,99.0
47,47,0.025,0.009000000000000001,0.007000000000000001,99.0,99.0
48,48,0.031000000000000007,0.006999999999999999,0.008,99.0,99.0
49,49,0.030000000000000006,0.009000000000000001,0.010000000000000002,99.0,99.0
50,50,0.026000000000000002,0.01,0.013000000000000003,99.0,99.0
51,51,0.024,0.014000000000000002,0.017,99.0,99.0
52,52,0.021,0.012000000000000002,0.013000000000000001,99.0,99.0
53,53,0.02,0.012000000000000002,0.016,99.0,99.0
54,54,0.019000000000000003,0.012,0.012000000000000002,99.0,99.0
55,55,0.02,0.009000000000000001,0.010000000000000002,99.0,99.0
56,56,0.017,0.012000000000000002,0.004,99.0,99.0
57,57,0.023000000000000003,0.017,0.006999999999999999,99.0,99.0
58,58,0.025000000000000005,0.021,0.008,99.0,99.0
