,ge,tc,tl,tf,ln
169,169,0.569,0.004,0.03,91.2
170,170,0.568,0.004,0.036000000000000004,91.2
171,171,0.568,0.004,0.038000000000000006,91.2
172,172,0.566,0.005,0.039,91.2
173,173,0.567,0.005,0.036000000000000004,89.3
174,174,0.5660000000000001,0.006000000000000001,0.039,89.3
175,175,0.569,0.007000000000000001,0.035,88.06
176,176,0.568,0.007000000000000001,0.033,86.06
177,177,0.5609999999999999,0.009000000000000001,0.034,86.28
178,178,0.564,0.011000000000000001,0.033,83.9
179,179,0.564,0.008,0.04,81.02
180,180,0.563,0.008,0.045,84.26
181,181,0.574,0.009000000000000001,0.044000000000000004,84.26
182,182,0.582,0.009000000000000001,0.045,82.44
183,183,0.5830000000000001,0.01,0.053,82.48
184,184,0.5880000000000001,0.01,0.04699999999999999,81.1
185,185,0.586,0.01,0.04799999999999999,80.1
186,186,0.593,0.01,0.055999999999999994,80.1
187,187,0.6,0.012000000000000002,0.061,80.1
188,188,0.597,0.011000000000000001,0.056999999999999995,76.56
189,189,0.5939999999999999,0.012000000000000002,0.055,78.32
190,190,0.6,0.013000000000000001,0.057999999999999996,76.56
191,191,0.598,0.014000000000000002,0.065,74.82
192,192,0.6,0.014000000000000002,0.055999999999999994,73.5
193,193,0.603,0.012000000000000002,0.05,73.62
194,194,0.601,0.012000000000000002,0.041999999999999996,76.56
195,195,0.602,0.012000000000000002,0.044,76.56
196,196,0.607,0.011000000000000001,0.043999999999999984,76.56
197,197,0.6080000000000001,0.011000000000000001,0.04299999999999999,78.32
198,198,0.606,0.011000000000000001,0.038,78.32
199,199,0.605,0.011000000000000001,0.038000000000000006,78.32
200,200,0.606,0.013999999999999999,0.04,78.32
201,201,0.621,0.013000000000000001,0.043,73.84
202,202,0.623,0.013000000000000001,0.038000000000000006,74.82
203,203,0.6259999999999999,0.013000000000000001,0.036,74.82
204,204,0.627,0.013000000000000001,0.042,74.82
205,205,0.627,0.012000000000000002,0.036000000000000004,74.82
206,206,0.628,0.012000000000000002,0.04,76.56
207,207,0.624,0.012000000000000002,0.04,76.56
208,208,0.6210000000000001,0.012000000000000002,0.048999999999999995,76.56
209,209,0.612,0.012000000000000002,0.06199999999999999,76.56
210,210,0.608,0.012000000000000002,0.059000000000000004,76.56
211,211,0.6190000000000001,0.012000000000000002,0.066,76.56
212,212,0.6240000000000001,0.013000000000000001,0.055,76.56
213,213,0.6250000000000001,0.013000000000000001,0.066,77.22
214,214,0.6270000000000001,0.013000000000000001,0.061,77.16
215,215,0.617,0.013000000000000001,0.064,77.18
216,216,0.6200000000000001,0.015,0.079,74.82
217,217,0.6250000000000001,0.015,0.07400000000000001,73.1
218,218,0.6250000000000001,0.015,0.087,73.1
219,219,0.6300000000000001,0.015,0.077,73.1
220,220,0.631,0.015,0.06999999999999999,73.1
221,221,0.6300000000000001,0.016,0.069,73.1
222,222,0.636,0.016,0.059000000000000004,73.1
223,223,0.639,0.017,0.059000000000000004,73.1
224,224,0.637,0.017,0.05600000000000001,72.14
