,ge,tc,tl,ln,dn
398,398,0.023000000000000003,0.038000000000000006,99.0,0.0
399,399,0.023000000000000003,0.03900000000000001,99.0,0.0
400,400,0.028000000000000004,0.033,99.0,0.0
401,401,0.032,0.034,99.0,0.0
402,402,0.03,0.037000000000000005,99.0,0.0
403,403,0.038000000000000006,0.034,99.0,0.0
404,404,0.03900000000000001,0.039,99.0,0.0
405,405,0.040999999999999995,0.040999999999999995,99.0,0.0
406,406,0.040999999999999995,0.048999999999999995,99.0,0.0
407,407,0.046,0.04699999999999999,99.0,0.0
408,408,0.04299999999999999,0.04799999999999999,99.0,0.0
409,409,0.05,0.048999999999999995,99.0,0.0
410,410,0.05299999999999999,0.049,99.0,0.0
411,411,0.04799999999999999,0.041999999999999996,99.0,0.0
412,412,0.046,0.038,99.0,0.0
413,413,0.04299999999999999,0.032,99.0,0.0
414,414,0.035,0.036000000000000004,99.0,0.0
415,415,0.031,0.043,99.0,0.0
416,416,0.03900000000000001,0.051,99.0,0.0
417,417,0.034,0.045999999999999985,99.0,0.0
418,418,0.038000000000000006,0.04,99.0,0.0
419,419,0.03900000000000001,0.043999999999999984,99.0,0.0
420,420,0.033,0.040999999999999995,99.0,0.0
421,421,0.04,0.041999999999999996,99.0,0.0
422,422,0.039,0.044,99.0,0.0
423,423,0.037000000000000005,0.045,99.0,0.0
424,424,0.034,0.04,99.0,0.0
425,425,0.032,0.03900000000000001,99.0,0.0
426,426,0.037000000000000005,0.04100000000000001,99.0,0.0
427,427,0.035,0.04000000000000001,99.0,0.0
428,428,0.038000000000000006,0.043,99.0,0.0
429,429,0.031,0.031,99.0,0.0
430,430,0.027999999999999997,0.027000000000000003,99.0,0.0
431,431,0.031,0.027000000000000007,99.0,0.0
432,432,0.031000000000000007,0.026000000000000002,99.0,0.0
433,433,0.035,0.031,99.0,0.0
434,434,0.03900000000000001,0.035,99.0,0.0
435,435,0.037000000000000005,0.038,99.0,0.0
436,436,0.036000000000000004,0.041999999999999996,99.0,0.0
437,437,0.040999999999999995,0.036000000000000004,99.0,0.0
438,438,0.044,0.041999999999999996,99.0,0.0
439,439,0.03900000000000001,0.038000000000000006,99.0,0.0
440,440,0.04,0.03300000000000001,99.0,0.0
441,441,0.043,0.024000000000000004,99.0,0.0
442,442,0.049,0.023000000000000003,99.0,0.0
443,443,0.053,0.027000000000000003,99.0,0.0
444,444,0.042,0.026000000000000002,99.0,0.0
445,445,0.041999999999999996,0.030000000000000006,99.0,0.0
446,446,0.040999999999999995,0.035,99.0,0.0
447,447,0.035,0.036000000000000004,99.0,0.0
448,448,0.04,0.046,99.0,0.0
449,449,0.035,0.046,99.0,0.0
450,450,0.033,0.044,99.0,0.0
451,451,0.038000000000000006,0.052000000000000005,99.0,0.0
452,452,0.037000000000000005,0.056999999999999995,99.0,0.0
453,453,0.035,0.068,99.0,0.0
454,454,0.038000000000000006,0.064,99.0,0.0
455,455,0.031,0.055999999999999994,99.0,0.0
456,456,0.037000000000000005,0.052000000000000005,99.0,0.0
457,457,0.032,0.055,99.0,0.0
458,458,0.036000000000000004,0.05799999999999999,99.0,0.0
459,459,0.031,0.061,99.0,0.0
460,460,0.032,0.055,99.0,0.0
461,461,0.038,0.038000000000000006,99.0,0.0
462,462,0.042,0.032,99.0,0.0
463,463,0.04999999999999999,0.022000000000000006,99.0,0.0
464,464,0.046,0.016,99.0,0.0
465,465,0.04299999999999999,0.019000000000000003,99.0,0.0
466,466,0.040999999999999995,0.020000000000000004,99.0,0.0
467,467,0.043,0.02,99.0,0.0
468,468,0.037000000000000005,0.024000000000000004,99.0,0.0
469,469,0.034,0.023000000000000003,99.0,0.0
470,470,0.025,0.017,99.0,0.0
471,471,0.022000000000000002,0.018000000000000002,99.0,0.0
472,472,0.021,0.024,99.0,0.0
473,473,0.02,0.02,99.0,0.0
474,474,0.02,0.019000000000000003,99.0,0.0
475,475,0.013000000000000003,0.024,99.0,0.0
476,476,0.014000000000000002,0.025000000000000005,99.0,0.0
477,477,0.014000000000000004,0.024000000000000007,99.0,0.0
478,478,0.011000000000000001,0.022000000000000002,99.0,0.0
479,479,0.011000000000000001,0.025000000000000005,99.0,0.0
480,480,0.01,0.025,99.0,0.0
481,481,0.01,0.029000000000000005,99.0,0.0
482,482,0.012000000000000002,0.028000000000000004,99.0,0.0
483,483,0.015,0.030000000000000006,99.0,0.0
484,484,0.015,0.030000000000000006,99.0,0.0
485,485,0.013000000000000003,0.032,99.0,0.0
486,486,0.012,0.037000000000000005,99.0,0.0
487,487,0.018000000000000002,0.032,99.0,0.0
488,488,0.023,0.027000000000000003,99.0,0.0
489,489,0.023,0.03200000000000001,99.0,0.0
490,490,0.025,0.036000000000000004,99.0,0.0
491,491,0.026000000000000002,0.042,99.0,0.0
492,492,0.031,0.042,99.0,0.0
493,493,0.033,0.043,99.0,0.0
494,494,0.038000000000000006,0.040999999999999995,99.0,0.0
495,495,0.047,0.04699999999999999,99.0,0.0
496,496,0.041999999999999996,0.05,99.0,0.0
497,497,0.053999999999999986,0.05199999999999999,99.0,0.0
498,498,0.059,0.048999999999999995,99.0,0.0
499,499,0.05399999999999999,0.045,99.0,0.0
500,500,0.047,0.04,99.0,0.0
501,501,0.04699999999999999,0.040999999999999995,99.0,0.0
502,502,0.044,0.041999999999999996,99.0,0.0
503,503,0.048999999999999995,0.04299999999999999,99.0,0.0
504,504,0.04799999999999999,0.04699999999999999,99.0,0.0
505,505,0.04699999999999999,0.060999999999999985,99.0,0.0
506,506,0.044,0.06299999999999999,99.0,0.0
507,507,0.05199999999999999,0.06299999999999999,99.0,0.0
508,508,0.05,0.055999999999999994,99.0,0.0
509,509,0.053999999999999986,0.055999999999999994,99.0,0.0
510,510,0.05499999999999998,0.06299999999999999,99.0,0.0
511,511,0.05599999999999999,0.07099999999999998,99.0,0.0
512,512,0.055,0.06999999999999998,99.0,0.0
513,513,0.061,0.07199999999999998,99.0,0.0
514,514,0.05299999999999999,0.07699999999999997,99.0,0.0
515,515,0.05999999999999999,0.07699999999999997,99.0,0.0
516,516,0.060999999999999985,0.07899999999999999,99.0,0.0
517,517,0.05899999999999998,0.07799999999999999,99.0,0.0
518,518,0.06399999999999999,0.078,99.0,0.0
519,519,0.06199999999999999,0.07999999999999999,99.0,0.0
520,520,0.051,0.08199999999999999,99.0,0.0
521,521,0.046,0.08299999999999999,99.0,0.0
522,522,0.046,0.08399999999999999,99.0,0.0
523,523,0.045,0.09199999999999997,99.0,0.0
524,524,0.041999999999999996,0.096,99.0,0.0
525,525,0.044,0.09699999999999999,99.0,0.0
526,526,0.04899999999999999,0.102,99.0,0.0
527,527,0.05499999999999998,0.103,99.0,0.0
528,528,0.053,0.106,99.0,0.0
529,529,0.05399999999999999,0.10099999999999999,99.0,0.0
530,530,0.06499999999999999,0.109,99.0,0.0
531,531,0.059999999999999984,0.107,99.0,0.0
532,532,0.06899999999999999,0.105,99.0,0.0
533,533,0.074,0.10799999999999998,99.0,0.0
534,534,0.072,0.103,99.0,0.0
535,535,0.06899999999999999,0.09999999999999998,99.0,0.0
536,536,0.06799999999999999,0.09999999999999998,99.0,0.0
537,537,0.073,0.103,99.0,0.0
538,538,0.08199999999999999,0.10599999999999998,99.0,0.0
539,539,0.077,0.09699999999999999,99.0,0.0
540,540,0.08199999999999999,0.10099999999999998,99.0,0.0
541,541,0.08499999999999998,0.10499999999999998,99.0,0.0
542,542,0.06299999999999999,0.10099999999999998,99.0,0.0
543,543,0.06199999999999999,0.10300000000000001,99.0,0.0
544,544,0.064,0.10599999999999998,99.0,0.0
545,545,0.06499999999999999,0.09899999999999999,99.0,0.0
